id	isolate	aliases	country	year	serotype	Sp_cgc_1000
2620	RRR 621		South Africa		6A	
2621	RRR 625		South Africa		19A	
2622	RRR 640		South Africa		19A	
2623	RRR 627		South Africa		19A	
2624	00-05-102		Germany			
2625	00-05-380		Germany			
2626	00-05-218		Germany			
2627	00-05-219		Germany			
2628	Po23		Austria		6B	
2629	Po31		Austria		6B	
2630	Po40		Austria		14	
2631	Po48		Austria		6B	
2632	Po79		Austria		6B	
2633	Po86		Austria		19A	
2634	PT1493		Portugal		NT	
2635	WL402		Portugal		NT	
2636	WL212		Portugal		NT	
2637	5851-03		USA		19A	
2638	abr/89		UK		1	
2639	H041620015	04ZVL015726/01	UK		6A	
2640	H041460027	438338	UK		31	
2641	H041240057	BC 04 3504	UK		23F	
2642	H041760026	351503	UK		23F	
2643	H041420023	04BMT000822/01/	UK		19A	
2644	H040440583	B60439	UK		8	
2645	H034960030	b14732	UK [England]	2003	23F	
2646	H041340384	688581/03B4841	UK		6B	
2647	H041680029	03ZYJ008068/01	UK		6B	
2648	1336		Poland		19A	
2649	H034940011	b18587	UK		18C	
2650	H041520028	B904353	UK		6B	
2651	H034960036	b9654	UK		14	
2652	H041740509	04ZWX000248/01/	UK		8	
2653	H034680498		UK		9V	
2654	H041420024	03BMT000693/01/	UK		6A	
2655	H040120206	L03143451	UK		19F	
2656	H034940012	341935	UK		3	
2657	H034620037	34320T	UK		9V	
2658	H034700024	M034320T	UK		9V	
2659	H040260315	B98	UK		22F	
2660	H041460311	33194	UK		35F	
2661	H034920018	l140742	UK		6A	
2662	H034660025	3 130 829	UK		4	
2663	H034940016	B 109947	UK		22F	
2664	H041120019	4 040 107 875	UK		19A	
2665	H041740032	46964	UK		6A	
2666	H035060016	3186972	UK		14	
2667	H040880029	3186972	UK		3	
2668	H034720036		UK		14	
2669	H041660017	P302176	UK		34	
2670	CHW21	KA2518R	Australia		6B	
2671	V0279		Portugal		3	
2672	V0108		Portugal		6A	
2673	V1196		Portugal		6A	
2674	V0294		Portugal		9A	
2675	V1215		Portugal		10F	
2676	V0342		Portugal		18C	
2677	V0783		Portugal		18C	
2678	V0576		Portugal		4	
2679	V0915		Portugal		5	
2680	V1593		Portugal		9L	
2681	V0025		Portugal		33F	
2682	RRR638		South Africa		19A	
2683	CHW22	KT3229R	Australia		14	
2684	4257	561	Czech Republic		19F	
2685	Po45		Austria		14	
2686	Po80		Austria		9V	
2687	A0271		Austria		6B	
2688	73		Spain		6B	
2689	201		Spain		6B	
2690	1147		Spain		6B	
2691	1265		Spain		6B	
2692	37		Spain		6B	
2693	378		Spain		6B	
2694	1970		Spain		6B	
2695	387		Spain		6B	
2696	903		Spain		6B	
2697	72		Spain		6B	
2698	483		Spain		6B	
2699	526		Spain		6B	
2700	528		Spain		6B	
2701	568		Spain		6B	
2702	101		Spain		6B	
2703	2148		Spain		6B	
2704	509		Spain		6B	
2705	324		Spain		6B	
2706	456		Spain		6B	
2707	232		Spain		6B	
2708	1116		Spain		6B	
2709	1225		Spain		6B	
2710	230		Spain		6B	
2711	1156		Spain		6B	
2712	1410		Spain		6B	
2713	1096		Spain		6B	
2714	536		Spain		6B	
2715	710		Spain		6B	
2716	679		Spain		6B	
2717	699		Spain		6B	
2718	244		Spain		6B	
2719	298		Spain		6B	
2720	InA20	A20	India		6A	
2721	InA23	A23	India		6A	
2722	InA24	A24	India		6A	
2723	In1710/04	1710/04	India		3	
2724	In1592/04	1592/04	India		32A	
2725	OR03611	4103-03	USA		19A	
2726	GA40934	3495-04	USA		19A	
2727	GA19548	9185-03	USA		19A	
2728	GA41410	5956-04	USA		19A	
2729	2PN05048		UK		8	
2730	2PN05277		UK		20	
2731	2PN05347		UK		6B	
2732	2PN05430		UK		6B	
2733	H034900030	9192/11	UK		6B	
2734	H034920019	l 140592	UK		31	
2735	H035200024	BL-03-6978	UK		23F	
2736	H040340363	1130J/1/04	UK		23F	
2737	H040400328	51476	UK		9N	
2738	H040440333	B 502	UK		23A	
2739	H040660020	3170973	UK		18C	
2740	H040960022	04 B1421	UK		14	
2741	H040980333	B,1303	UK		14	
2742	H041020007	12973	UK		6B	
2743	H041020404		UK		23F	
2744	H041500026	61540	UK		14	
2745	H041640055	04AKW009493/01/	UK		6A	
2746	H041660555	04SWA051621/01	UK		8	
2747	H041760016	61356	UK		19F	
2748	H041840414	04LDS068001/01/	UK		22F	
2749	H041880018	B 3263	UK		24F	
2750	H041880350	U 698	UK		9V	
2751	H042000297	04MAE007149/01	UK		23F	
2752	H042680188	HO/4148/0028/1	UK		19A	
2753	In958/04	958/04	India		3	
2754	In817/04	817/04	India		7C	
2755	In1388/04	1388/04	India		7F	
2756	WL352		Portugal		NT	
2757	WL165		Portugal		NT	
2758	WL977		Portugal		NT	
2759	V1277S		Portugal		15B/C	
2760	V0071S		Portugal		14	
2761	V0907S		Portugal		24F	
2762	V0300S		Portugal		17F	
2763	MN11720		USA		19F	
2764	2PN04990		UK		18C	
2765	2PN05063		UK		6A	
2766	3PN00121		UK		6A	
2767	3PN00243		UK		6A	
2768	3PN00441		UK		6A	
2769	3PN00787		UK		6A	
2770	3PN01061		UK		6A	
2771	3PN01270		UK		19F	
2772	3PN01631		UK		18C	
2773	3PN01649		UK		6B	
2774	H034860233		UK		23F	
2775	H034900039	b2411034	UK		8	
2776	H041620005	04ZWX000376/01	UK		12F	
2777	H041620015	04ZVL015726/01	UK		6A	
2778	In1747/04	1747/04	India		15B	
2779	In233/04	233/04	India		29	
2780	PNC0011	2131	The Gambia			
2781	PNC0025	2157	The Gambia		17	
2782	PNC0106	1041	The Gambia		4	
2783	PNC0060	2180	The Gambia		5	
2784	PNC0091	271-P	The Gambia			
2785	PNC0113	1222-D	The Gambia		6A	
2786	PNC0115	C8	The Gambia		23F	
2787	PNC0110	1039-P	The Gambia		20	
2788	PNC0054	2182	The Gambia		9L	
2789	PNC0071	2191	The Gambia		6A	
2790	PNC0076	2032	The Gambia		6A	
2791	PNC0067	2082	The Gambia		15	
2792	PNC0104	1248-D	The Gambia		15A	
2793	PNC0050	2044	The Gambia		29	
2794	PNC0112	259	The Gambia		6A	
2795	PNC0064	2168	The Gambia		6A	
2796	PNC0102	1248-D	The Gambia		NT	
2797	PNC0099	1107-P	The Gambia		23F	
2798	PNC0111	219-D	The Gambia		28	
2799	PNC0055	2178	The Gambia		19A	
2800	PNC0107	244-D	The Gambia			
2801	PNC0092	290-P	The Gambia		6A	
2802	PNC0086	1082	The Gambia		7F	
2803	PNC0090	1103-P	The Gambia		19F	
2804	PNC0109	A5	The Gambia		6A	
2805	31		USA		6	
2806	58		USA		23	
2807	84		USA		6	
2808	28		USA		15	
2809	42		USA		19	
2810	77		USA		19	
2811	69		USA		15	
2812	71		USA		15	
2813	78		USA		19	
2814	In500/05	500/04	India		7F	
2815	H034860498	B19080	UK		9V	
2816	H041840033	390646Z	UK		11A	
2817	H041860007	L 114168	UK		14	
2818	H040200343		UK		14	
2819	H040240055	03.115380	UK		18C	
2820	H040240328	2437369	UK		6A	
2821	12364		South Africa		3	
2822	V1045S		Portugal		31	
2823	75		USA		6	
2824	38		USA		3	
2825	2763	1335	Czech Republic		6B	
2826	1793	1321	Czech Republic		6B	
2827	90/95	9772	Czech Republic		9V	
2828	1077		Czech Republic		14	
2829	1	60198	Italy		23F	
2830	2	65272	Italy		11A	
2831	3	65996	Italy		3	
2832	4	Sr37	Italy		3	
2833	1182	14634	Czech Republic		9V	
2834	94/98	11048	Czech Republic		9V	
2835	4222	35634	Czech Republic		6B	
2836	3791	1625/ANA	Czech Republic		6B	
2837	4282	19305/KLI	Czech Republic		6B	
2838	1736	3361	Czech Republic		6B	
2839	RKI1866	20445	Germany	2001	33F	
2840	6151-04	OR03326	USA		5	
2841	3333-99		USA		7F	
2842	5287-99		USA		6A	
2843	2490-00		USA		17F	
2844	4900-02	C122335	USA		17F	
2845	8053-03	C140679	USA		16F	
2846	2997-00		USA		35B	
2847	2572-01		USA		7C	
2848	5097-01		USA		7C	
2849	10549		South Africa		3	
2850	WL 399	PT 399	Portugal		23B	
2851	EURIS 1527	PT 1527	Portugal		19A	
2852	1607		Poland		23F	
2853	3415		Poland		10A	
2854	2063		Poland		NT	
2855	k-540		Poland		12F	
2856	k-507		Poland		9N	
2857	05-1710		UK		6A	
2858	05-1490		UK		8	
2859	05-1635		UK		1	
2860	3523-02		USA		13	
2861	3079-01		USA		9V	
2862	3872-04	TN34845	USA		11A	
2863	4268-04	TN33555	USA		10A	
2864	4227	5538	Czech Republic		6B	
2865	137602		Czech Republic		19F	
2866	k-364		Poland		35B	
2867	k-363		Poland		14	
2868	1183		Poland		34	
2869	k-534		Poland		22F	
2870	3130		Poland		12F	
2871	k-499		Poland		7F	
2872	k-345		Poland		12F	
2873	k-365		Poland		9N	
2874	539		Poland		8	
2875	1438		Poland		15A	
2876	PJ-2231		Sweden		3	
2877	I-346		Spain		6B	
2878	I-61		USA		7F	
2879	I-135		Sweden		7F	
2880	AP066		Italy		14	
2881	AP137		Italy		23F	
2882	AP185		Italy		19F	
2883	AP160		Italy		19F	
2884	PN218		Italy		19F	
2885	AP235		Italy		23F	
2886	PN198		Italy		19F	
2887	AP233		Italy		6B	
2888	PT134		Italy		6B	
2889	PT051		Italy		14	
2890	AP207		Italy		9V	
2891	PT052		Italy		9V	
2892	AP240		Italy		19F	
2893	PB001		Italy		3	
2894	AP/PT108		Italy		7F	
2895	PNS28		Italy		14	
2896	PB013		Italy		1	
2897	AP174		Italy		6B	
2898	PN217		Italy		6B	
2899	PT036		Italy		35F	
2900	AP155		Italy		15B/C	
2901	AP062		Italy		9V	
2902	PN206		Italy		6A	
2903	PN196		Italy		35F	
2904	PN214		Italy		15B/C	
2905	PNS32		Italy		14	
2906	PB018		Italy		6B	
2907	AP/PT028		Italy		23F	
2908	AP162		Italy		6A	
2909	C117		Vietnam		23	
2910	A45		Vietnam		19	
2911	AII50		Vietnam		19	
2912	AIV39		Vietnam		19	
2913	B117		Vietnam		19	
2914	AIII30		Vietnam		19	
2915	B49		Vietnam		19	
2916	D402		Vietnam		19	
2917	D13		Vietnam		19	
2918	D58		Vietnam		15	
2919	RRR690	20540	Germany	2004	19F	
2920	FG29		USA		23F	
2921	FG66		USA		23F	
2922	FG27		USA		23A	
2923	FG84		USA		23A	
2924	FG21		USA		NT	
2925	FG54		USA		11	
2926	FG80		USA		19F	
2927	FG82		USA		19B	
2928	FG94		USA		19F	
2929	FG97		USA		19F	
2930	FG51		USA		NT	
2931	FG62		USA		6B	
2932	FG98		USA		15	
2933	FG9		USA		19F	
2934	FG14		USA		23B	
2935	RKI1468	1468	Germany	2003	19A	
2936	RKI1988	1988	Germany	2001	38	
2937	3709-03	CTC0527	USA		3	
2938	3PN01626		UK		6A	
2939	2PN04819		UK		23F	
2940	2PN05429		UK		6A	
2941	3PN01679		UK		23F	
2942	2PN05147		UK		18C	
2943	3PN01122		UK		6B	
2944	3PN00832		UK		19F	
2945	H040240055	03.115380	UK		18C	
2946	3PN00165		UK		15B	
2947	3PN01128		UK		4	
2948	3PN01014		UK		4	
2949	H040240328	2437369	UK		6A	
2950	H040220026		UK		19A	
2951	H040220028	B11897	UK		9V	
2952	05-1299		UK		6B	
2953	05-1473		UK		4	
2954	05-1535		UK		3	
2955	mai/40		UK		23F	
2956	mai/58		UK		23F	
2957	A0096		Austria		15A	
2958	A0105		Austria		20	
2959	A0211		Austria		6B	
2960	A0270		Austria		14	
2961	A0031		Austria		9A	
2962	A0063		Austria		19F	
2963	A0084		Austria		7C	
2964	PT 457		Portugal		6A	
2965	PT 505		Portugal		21	
2966	WL 355		Portugal		14	
2967	PT 1699		Portugal		6A	
2968	PT 2407		Portugal		6A	
2969	PT 2527		Portugal		6A	
2970	124/01		Norway		14	
2971	mai/34		UK		1	
2972	mai/73		UK		4	
2973	mai/59		UK		34	
2974	04-1430		UK		9N	
2975	abr/65		UK		14	
2976	05-1290		UK		3	
2977	mai/21		UK		15B/C	
2978	M03101		USA		11A	
2979	2816		USA		19F	
2980	2820		USA		19F	
2981	20009367		USA		6B	
2982	859/03		Norway		14	
2983	BH4123		Norway		31	
2984	BH4022		Norway		23F	
2985	BH4139		Norway		35B	
2986	BH4105		Norway		6A	
2987	BH4115		Norway		9V	
2988	BH4113		Norway		NT	
2989	95		USA		22F	
2990	96		USA		22F	
2991	187		USA		34	
2992	142		USA		19F	
2993	126		USA		14	
2994	222		USA		6A	
2995	219-2994		USA		23F	
2996	424-39		USA		6B	
2997	180		USA		23F	
2998	181		USA		23F	
2999	230-1213		USA		11	
3000	23		USA		6A	
3001	229-1213		USA		23F	
3002	53		USA		11A	
3003	78		USA		15	
3004	79		USA		15	
3005	213		USA		35F	
3006	25		USA		6A	
3007	143		USA		19F	
3008	26		USA		6A	
3009	144		USA		19F	
3010	27		USA		6A	
3011	24		USA		6A	
3012	69		USA		18C	
3013	102		USA		17F	
3014	05-1760		UK		20	
3015	05-1870		UK		4	
3016	mai/43		UK		12F	
3017	126		USA		19A	
3018	25		USA		6A	
3019	28		USA		6A	
3020	29		USA		6A	
3021	407-1213		USA		19A	
3022	34		USA		6B	
3023	188		USA		34	
3024	97		USA		15	
3025	63		USA		11A	
3026	54		USA		11A	
3027	127		USA		19A	
3028	79		USA		9A	
3029	145		USA		19F	
3030	67		USA		15	
3031	26		USA		6A	
3032	27		USA		6A	
3033	146		USA		19F	
3034	147		USA		19F	
3035	148		USA		19F	
3036	128		USA		19A	
3037	43		USA		9A	
3038	117		USA		29	
3039	205		USA		29	
3040	70		USA		18C	
3041	171		USA		23A	
3042	119		USA		35F	
3043	39		USA		29	
3044	WL1215		Portugal		42	
3045	WL1313		Portugal		15B/C	
3046	bill_test		Unknown			
3047	466		Poland		15A	
3048	3113		Poland		11A	
3049	3615	H4531	Czech Republic		18C	
3050	358	451252	Czech Republic		19F	
3051	C42		Vietnam		15	
3052	C44		Vietnam		15	
3053	D73		Vietnam		15	
3054	D104		Vietnam		15	
3055	AIII20		Vietnam		15	
3056	ICE253	336/99	Iceland		19F	
3057	ICE254	409/99	Iceland		19F	
3058	ICE297	05/B-04+29.135	Iceland		14	
3059	ICE216	34/97	Iceland		23A	
3060	ICE317	15-95	Iceland		19F	
3061	ICE163	806	Iceland		7A	
3062	ICE97	04/B-03+27.083	Iceland		19F	
3063	ICE296	05/B-01+15.104	Iceland		19F	
3064	ICE238	131/96	Iceland		15	
3065	ICE328	95-95	Iceland		15	
3066	ICE184	74/97	Iceland		18F	
3067	ICE266	1421	Iceland		18F	
3068	ICE245	496/99	Iceland		3	
3069	ICE99	04/B-07+04.011	Iceland		6B	
3070	ICE247	302/99	Iceland		14	
3071	ICE49	03/B-10+19.113	Iceland		14	
3072	ICE56	94/B-3649	Iceland		9V	
3073	ICE244	433/99	Iceland		18F	
3074	ICE14	98/B-06+06.056	Iceland		6A	
3075	ICE303	926	Iceland		23F	
3076	ICE338	170-95	Iceland		11	
3077	mai/87		UK		6B	
3079	PS2378	5221	Germany	1996	16F	
3080	PS5756	22785	Germany	2005	9V	
3081	RESP136	13098	Germany	1998	19F	
3082	RESP524	13408	Germany	1999	19F	
3083	RESP750	13618	Germany	1999	6B	
3084	RESP1015	13865	Germany	1999	6A	
3085	CAP101	21300	Germany	2004	3	
3086	CAP103	21302	Germany	2004	3	
3087	BAN115	14892	Bangladesh		28A	
3088	CAP118	23560	Germany	2005	17F	
3089	CAP109	23551	Germany	2004	NT	
3090	CAP119	23561	Germany	2005	31	
3091	CAP70	20707	Germany	2003	37	
3092	RESP508	13392	Germany	1999	6B	
3093	PS5716	22699	Germany	2005	6A	
3094	RESP651	13524	Germany	1999	19F	
3095	RESP811	13677	Germany	1999	19A	
3096	CAP120	23562	Germany	2005	19F	
3097	PT1573		Portugal		34	
3098	PT1581		Portugal		31	
3099	AP200	"CP002121; NC_014494; NC_014494.1"	Italy	2003	11A	4
3100	BAN 107	14884	Bangladesh		13	
3101	CAP113	23555	Germany	2004	1	
3102	CAP125	23566	Germany	2005	1	
3103	PS671	3514	Germany	1993	22F	
3104	PS97	2940	Germany	1922	15C	
3105	RESP592	13469	Germany	1999	6B	
3106	PW 868		France		14	
3107	PS2952	5795	Germany	1999	9N	
3108	13		USA		6	
3109	29		USA		6	
3110	7		USA		23	
3111	00-01453		Egypt		19A	
3112	02-00575		Egypt		19F	
3113	00-04651		Egypt		19F	
3114	99-16486		Egypt		6B	
3115	99-01608		Egypt		6B	
3116	00-00009		Egypt		NT	
3117	00-00001		Egypt		1	
3118	SP225		Italy		8	
3119	PT131		Italy		3	
3120	Pn95		Italy		3	
3121	AP/PT085		Italy		8	
3122	AP118		Italy		8	
3123	PT013		Italy		11A	
3124	mai/87		UK		6B	
3125	mai/92		UK		23F	
3126	mai/44		UK		3	
3127	177	V6017	Czech Republic		23F	
3128	1099	K1464	Czech Republic		3	
3129	1515	843	Czech Republic		19F	
3130	1893		Czech Republic		23F	
3131	3358	D713	Czech Republic		19F	
3132	5047	5663	Czech Republic		9V	
3133	205/00	281	Czech Republic		9V	
3134	1671/00	C397	Czech Republic		9V	
3135	137491		Czech Republic		19F	
3136	140214		Czech Republic		1	
3137	1611	H2013	Czech Republic		1	
3138	137098		Czech Republic		23F	
3139	3091	I27863	Czech Republic		19F	
3140	1126	14023	Czech Republic		23F	
3141	MOS96		Russia		23F	
3142	MOS 10		Russia		23F	
3143	01-12691		Egypt		1	
3144	99-14598		Egypt		2	
3145	99-05730		Egypt		4	
3146	03-01801		Egypt		14	
3147	99-08659		Egypt		6B	
3148	03-21799		Egypt		18A	
3149	02-15074		Egypt		6B	
3150	4061-N-1		Australia		16F	
3151	4007-N-1		Australia		16F	
3152	4024-N-1		Australia		16F	
3153	20990-N-1		Australia		16F	
3154	5830-N-1		Australia		16F	
3155	1891		Poland		3	
3156	2895		Poland		22F	
3157	1624		Poland		19F	
3158	2032		Poland		3	
3159	mar/51		USA		29	
3160	97/35		USA		6B	
3161	M78		Uganda		11	
3162	B209		Uganda		11	
3163	B116		Uganda		13	
3164	B584		Uganda		7	
3165	M212		Uganda		16	
3166	M268		Uganda		21	
3167	3561		South Africa		19A	
3168	11364		South Africa		19A	
3169	12095		South Africa		19A	
3170	16580		South Africa		19A	
3171	11281		South Africa		19A	
3172	17685		South Africa		19A	
3173	461ES		USA		6A	
3174	432NS1		USA		18	
3175	5376		South Africa		14	
3176	14109		South Africa		19F	
3177	2125		South Africa		19F	
3178	mai/88		UK		10A	
3179	M217		Uganda		13	
3180	B107		Uganda		15B	
3181	B239		Uganda		29	
3182	M235		Uganda		15B	
3183	P1002	18	Ghana		2	
3184	P1003	20	Ghana		1	
3185	P1004	21	Ghana		1	
3186	P1005	99	Ghana		1	
3187	P1006	C5011	Ghana		1	
3188	P1007	C5017	Ghana		1	
3189	P1008	C5019	Ghana		1	
3190	P1010	C5097	Ghana		1	
3191	P1011	C5116	Ghana		1	
3192	P1012	C5096	Ghana		1	
3193	P1013	C5120	Ghana		1	
3194	P1014	C5121	Ghana		1	
3195	P1015	CN143	Ghana		1	
3196	P1016	CN145	Ghana		1	
3197	P1017	CN149	Ghana		1	
3198	P1018	C5132	Ghana		3	
3199	P1019	C5133	Ghana		3	
3200	P1020	C5148	Ghana		1	
3201	P1021	C5149	Ghana		1	
3202	P1022	C5150	Ghana		3	
3203	P1023	C5155	Ghana		1	
3204	P1024	C5161	Ghana		1	
3205	P1025	C5166	Ghana		3	
3206	P1026	C5170	Ghana		1	
3207	P1027	CN185	Ghana		3	
3208	P1028	CN187	Ghana		3	
3209	P1029	CN188	Ghana		3	
3210	P1031	"C5188; CP000920; NC_012467"	Ghana		1	3
3211	P1032	C5195	Ghana		1	
3212	P1033	C5196	Ghana		1	
3213	P1036	C5261	Ghana		1	
3214	P1037	C5264	Ghana		1	
3215	P1038	C5307	Ghana		1	
3216	P1039	P1039	Ghana		1	
3217	P1041	"C5371; CACE01000000"	Ghana		1	3
3218	P1042	C5374	Ghana		1	
3219	P1043	C5388	Ghana		1	
3220	P1045	C5399	Ghana		1	
3221	P1047	CN141	Ghana		1	
3222	P1048	CN148	Ghana		1	
3223	P1049	CN151	Ghana		1	
3224	P1050	CN152	Ghana		1	
3225	P1051	C5057	Ghana		1	
3226	P1052	C5215	Ghana		1	
3227	P1053	C5177	Ghana		1	
3228	P1054	C5178	Ghana		1	
3229	P1055	C5181	Ghana		1	
3230	P1056	C5419	Ghana		1	
3231	P1057	C5434	Ghana		1	
3232	P1058	C5441	Ghana		1	
3233	P1060	C5444	Ghana		1	
3234	P1061	C5445	Ghana		1	
3235	P1062	C5446	Ghana		1	
3236	P1063	C5448	Ghana		1	
3237	P1064	C5449	Ghana		1	
3238	P1066	C5458	Ghana		1	
3239	P1067	C5466	Ghana		1	
3240	P1068	C5478	Ghana		10F	
3241	P1069	C5485	Ghana		1	
3242	P1070	C5486	Ghana		1	
3243	P1071	C5501	Ghana		12F	
3244	P1072	C5509	Ghana		1	
3245	P1073	C5516	Ghana		1	
3246	P1074	C5519	Ghana		1	
3247	P1078	C5523	Ghana		1	
3248	P1080	C5616	Ghana		1	
3249	P1084	C5592	Ghana		1	
3250	P1087	C5631	Ghana		1	
3251	P1088	C5645	Ghana		1	
3252	P1089	C5650	Ghana		1	
3253	9702		South Africa		19A	
3254	13348		South Africa		19A	
3255	02-19026		Egypt		1	
3256	99-14484		Egypt		3	
3257	01-09053		Egypt		18C	
3258	02-06354		Egypt		23F	
3259	00-14156		Egypt		6A	
3260	99-04311		Egypt		NT	
3261	mar/20		UK		18C	
3262	05-1008		UK		19A	
3263	M107		Uganda		29	
3264	B149		Uganda		16	
3265	RP51		Sweden		19A	
3266	RP3938		Sweden		6B	
3267	03-211		USA		19A	
3268	04-828		USA		19A	
3269	04-831		USA		19A	
3270	RP 50		Burkina Faso		1	
3271	RP 55		Burkina Faso		1	
3272	RP 49		Burkina Faso		1	
3273	279		Taiwan		23F	
3274	s1_46	2833	Israel		1	
3275	BGO-288		USA		6B	
3276	BGO-2569		USA		6B	
3277	BGO-59-9		USA		6B	
3278	BGO-59-8		USA		6A	
3279	BGO-2252		USA		6B	
3280	BGO-2725		USA		6A	
3281	BGO-2114		USA		6A	
3282	MF		USA		6A	
3283	494/01		Norway		19	
3284	563/01		Norway		NT	
3285	694/01		Norway		6	
3286	1921		Spain		19F	
3287	2461		Spain		19F	
3288	1204		Spain		19F	
3289	2507		Spain		19F	
3290	2847		Spain		19F	
3291	3090		Spain		19F	
3292	264		Spain		19F	
3293	Spain		Spain		19F	
3294	2353		Spain		19F	
3295	1193		Spain		19F	
3296	2572		Spain		19A	
3297	3041		Spain		19A	
3298	1221		Spain		19A	
3299	2061		Spain		19A	
3300	1380		Spain		19A	
3301	2665		Poland		19F	
3302	2469		Poland		6B	
3303	4340		Poland		23F	
3304	DCC-Pn98		Portugal		19F	
3305	DCC-Pn689		Portugal		NT	
3306	DCC-Pn1587		Portugal		23F	
3307	DCC-Pn2489		Portugal		NT	
3308	DDC-Pn2648		Portugal		NT	
3309	DDC-Pn2787		Portugal		NT	
3310	DDC-Pn2879		Portugal		NT	
3311	PT 191		Portugal		NT	
3312	PT 320		Portugal		6A	
3313	PT 673		Portugal		NT	
3314	PT 780		Portugal		NT	
3315	PT 944		Portugal		NT	
3316	PT 952		Portugal		14	
3317	PT 998		Portugal		NT	
3318	PT 1175		Portugal		6A	
3319	PT 1282		Portugal		19F	
3320	PT 1309		Portugal		23F	
3321	PT 1331		Portugal		19A	
3322	PT 1570		Portugal		14	
3323	PT 1608		Portugal		NT	
3324	PT 1683		Portugal		NT	
3325	PT 1730		Portugal		15A	
3326	PT 1809		Portugal		19F	
3327	PT 2236		Portugal		6B	
3328	PT 2293		Portugal		NT	
3329	PT 2436		Portugal		19A	
3330	PT 2574		Portugal		19A	
3331	PT 2655		Portugal		33F	
3332	PT 2667		Portugal		14	
3333	PT 2673		Portugal		33F	
3334	PT 2679		Portugal		19A	
3335	PT 2703		Portugal		6B	
3336	PT 2737		Portugal		14	
3337	PT 2743		Portugal		6B	
3338	PT 2752		Portugal		19A	
3339	PT 2757		Portugal		19A	
3340	PT 2808		Portugal		19A	
3341	PT 2844		Portugal		23F	
3342	PT 2901		Portugal		15B	
3343	PT 2942		Portugal		24F	
3344	PT 2987		Portugal		NT	
3345	PT 3044		Portugal		NT	
3346	PT 3104		Portugal		6B	
3347	PT 3171		Portugal		19A	
3348	PT 3451		Portugal		14	
3349	PT 3536		Portugal		6B	
3350	PT 3572		Portugal		6B	
3351	PT 3651		Portugal		6A	
3352	PT 3815		Portugal		19F	
3353	PT 3831		Portugal		6A	
3354	PT 3919		Portugal		6B	
3355	PT 4014		Portugal		NT	
3356	PT 4034		Portugal		14	
3357	PT4058		Portugal		6B	
3358	PT 4076		Portugal		3	
3359	PT 4099		Portugal		19F	
3360	PT 4140		Portugal		9V	
3361	PT 4222		Portugal		NT	
3362	PT 4313		Portugal		19F	
3363	PT 4450		Portugal		23F	
3364	PT 4671		Portugal		NT	
3365	PT 4737		Portugal		10	
3366	PT 4812		Portugal		NT	
3367	PT 4815		Portugal		19F	
3368	PT 4914		Portugal		3	
3369	PT 5137		Portugal		20	
3370	1		Hungary		6B	
3371	7		Hungary		19F	
3372	9		Hungary		6B	
3373	11		Hungary		4	
3374	13		Hungary		14	
3375	14		Hungary		19A	
3376	16		Hungary		19A	
3377	18		Hungary		9V	
3378	23		Hungary		23F	
3379	36		Hungary		3	
3380	41		Hungary		1	
3381	49		Hungary		7F	
3382	50		Hungary		14	
3383	54		Hungary		14	
3384	63		Hungary		6B	
3385	64		Hungary		24F	
3386	67		Hungary		14	
3387	LgSt-Pn142		Portugal		NT	
3388	DCC-Pn2119		Portugal		NT	
3389	DCC-Pn2253		Portugal		33F	
3390	DCC-Pn2362		Portugal		NT	
3391	DCC-Pn2367		Portugal		NT	
3392	DCC-Pn2430		Portugal		NT	
3393	DCC-Pn2613		Portugal		6B	
3394	DCC-Pn2623		Portugal		6B	
3395	DDC-Pn2659		Portugal		19F	
3396	DCC-Pn2870		Portugal		NT	
3397	WL 9		Portugal		NT	
3398	WL 850		Portugal		NT	
3399	WL 977		Portugal		NT	
3400	WL 992		Portugal		NT	
3401	WL 1084		Portugal		NT	
3402	WL 1210		Portugal		NT	
3403	WL 1514		Portugal		NT	
3404	WL 1530		Portugal		NT	
3405	99-13287		Egypt		1	
3406	INV1323		UK		23F	
3407	INV1400		UK		18C	
3408	543		Poland		6B	
3409	548		Poland		1	
3410	558		Poland		23F	
3411	582		Poland		33F	
3412	CH-101	94957	China		19F	
3413	584		Poland		8	
3414	586		Poland		8	
3415	600		Poland		3	
3416	637		Poland		23F	
3417	640		Poland		23F	
3418	646		Poland		5	
3419	650		Poland		3	
3420	653		Poland		22F	
3421	663		Poland		6A	
3422	681		Poland		24F	
3423	682		Poland		7F	
3424	684		Poland		rough	
3425	691		Poland		24F	
3426	693		Poland		3	
3427	695		Poland		3	
3428	696		Poland		17F	
3429	697		Poland		22F	
3430	698		Poland		20	
3431	704		Poland		15B/C	
3432	705		Poland		6A	
3433	706		Poland		19F	
3434	717		Poland		8	
3435	718		Poland		6B	
3436	722		Poland		3	
3437	724		Poland		3	
3438	726		Poland		4	
3439	5013		Poland		18C	
3440	5320		Poland		8	
3441	5406		Poland		20	
3442	5407		Poland		14	
3443	5408		Poland		19F	
3444	5806		Poland		17F	
3445	5910		Poland		9V	
3446	6084		Poland		15B/C	
3447	fev/44		UK		14	
3448	fev/17		UK		14	
3449	fev/27		UK		3	
3450	fev/31		UK		9	
3451	fev/83		UK		4	
3452	fev/72		UK			
3453	fev/13		UK		6	
3454	fev/61		UK		9	
3455	fev/91		UK		9	
3456	jan/17		UK		1	
3457	fev/11		UK		16F	
